InputStoryid,输入句子1,输入句子2,输入句子3,输入句子4,随机第五句话测验1,随机第五句话测验2,回答右端
624d9d5a-87f7-483e-8987-feca8924c212,五月是哈利最喜欢的月份。,哈里在五月过生日，学校也放假了。,每年五月，哈利也会去乡下看他的朋友玛丽。,玛丽和哈里最终订婚了。,哈利爱玛丽。,哈利不喜欢玛丽。,1
764c6282-20a9-4f0f-9d1e-540409d0e102,吉娜去上她的第六个小时的课。,那是体育馆。,吉娜讨厌健身房，和所有相关的事情。,当老师让他们第一天跑的时候，她吓坏了。,吉娜觉得自己跑起来很神奇。,吉娜在最后哭了。,2
29b08f00-d2bc-47b6-966e-6da1036f069a,我需要在外面天黑之前把草剪掉。,我赶回家时，白天还有2个小时。,割草机没气了。,开始下雨了。,我不能修剪草坪。,割草机突然启动。,1
3e4078a2-9651-4fbf-82eb-043136dcfadd,我和爷爷奶奶一起去兜风。,我在后座上睡着了。,一只狐狸在马路对面飞奔。,我爷爷踩了刹车。,狐狸就蹿到了我们的越野车后面。,我们及时停了下来，看到狐狸跑过马路。,2
ed4c0e4e-ef66-49bb-b0e8-5f38bd3ba569,约翰在工作中喜欢一个女孩。,他想通过装傻来吸引她的注意。,她叫他长大。,约翰承认他是想让她更喜欢他。,约翰为被拒绝而高兴。,女孩觉得这很有魅力，于是给了他第二次机会。,2
e40b2aad-3873-4b37-9d90-a264abfc7e74,奥蕾莉亚在她的生日时得到了一个冰淇淋机。,她以前从来没有想过要做好吃的奶油。,她收集了她第一个香草冰淇淋的原料。,奥蕾莉亚惊讶于她自制的冰淇淋是多么的美味。,她开始集思广益，想出一个新的冰激凌配方。,她把冰激凌扔进了垃圾桶。,1
e0a9d5b2-15cb-4f12-93b8-90953167efc0,米丽安对所有的事情都争论不休。,她妈妈告诉她，这是一个坏习惯。,米莉亚从来没有停止过迂腐。,后来她成为了一名律师。,米莉亚不喜欢争论。,米莉亚成为了一名非常成功的律师。,2
a97be601-1dfc-4302-a72b-0978ffff81fd,我和班上的同学去郊游。,当我们行驶到该地点时，我们的大巴车坏了。,我们都等了一个小时，才等来另一辆车来接我们。,大巴车到了，我们都上了车，继续赶路。,实地考察非常顺利，如我们所愿。,大巴车一直没到，我们错过了实地考察的机会。,1
d4452d09-c194-4796-aaf6-cd48d7e5120b,上周我去给家人买汉堡。,他们都不能告诉我他们想要什么配料。,每个人都在不断地改变自己的想法。,最后我只得离开，决定随便找几个。,我家只吃蔬菜。,我的家庭要求太高了。,2
e0e7182d-d02d-4259-9fa5-9986f7d865ea,爱丽丝在周一上午9点上班时有一个演讲。,她整个周末都在练习完善自己的演讲。,周一，她醒来时发现已经8点45分了。,她匆匆穿好衣服，迟到5分钟才到公司。,爱丽丝在演讲的过程中一塌糊涂。,爱丽丝帮自己喝了点咖啡，坐下来休息。,1
217c5791-7a72-45d0-b3e8-1b4f20734f3a,吉娜拿了她的哭泣兄弟的冰激凌。,现在他哭了，因为他想拿回它。,吉娜拒绝了，继续吃他的冰激凌。,她的母亲戳了她一下，让她还回去。,吉娜的妈妈喜欢她的行为。,吉娜遇到了麻烦。,2
667536f9-e681-42ae-bba5-afe8b0af70fe,琥珀很喜欢打垒球。,她真的很努力地练习，并尝试着为团队服务。,他的击球技术不是很好。,她必须进行几个星期的击球练习,琥珀慢慢的发展成了一个相当不错的打手。,这种额外的练习提高了琥珀的打野技术。,1
bcf843de-e50c-4380-b7d9-ff504a0f1d6e,吉娜和她的家人来到了外婆家。,这不是一个快乐的场合。,她爷爷心脏病发作，死了。,他们的奶奶因中风而半身不遂。,吉娜非常想念她的爷爷。,吉娜在外婆家玩得很开心。,1
10dff8fb-1f57-4261-8f75-4abf667e5f93,圣诞节的早晨，我像小时候一样，早上5点就醒了。,我在黑暗中坐在树前，欣赏着灯光。,礼物看起来很美，都被包起来了，在树下。,我泡了两杯热巧克力，叫醒了老公。,我讨厌圣诞节,这是一个伟大的早晨。,2
c55aad1c-4eb1-4c9c-a27a-5fbba9196f47,吉姆想参加篮球队，但在试训时被淘汰了。,吉姆很不高兴，但同时也励志要证明大家是错的。,在整个休赛期，吉姆都在研究自己的比赛。,他在投篮、运球、传球和防守方面都有所提高。,吉姆下一次进了篮球队。,吉姆不打篮球了。,1
287a0ff3-5017-4f34-8e69-a14053bba585,玛丽的信用卡债务超过2000美元。,她想把钱还清。,她切断了外出等不必要的开支。,她把所有的钱都存进了一个储蓄账户。,渐渐地，玛丽能够还清债务。,玛丽认为自己的经济状况没有变化。,1
2cb343e8-1946-44bc-9550-17bdf23d7edc,约翰辛辛苦苦地做着功课，却到处找不到。,然后，他看到了地上的一些纸屑。,他的狗贝蒂坐在附近，嘴里叼着一张纸屑。,约翰担心老师会认为他在撒谎。,约翰第二天就交了作业。,约翰不知道该怎么办。,2
7dbd977b-94b8-41da-888b-aee254d4f327,贝弗利已经准备好改变了。,她决定收拾好所有的东西，装车离开。,她觉得德州什么都大，她就会迷路。,在大城市里，她可以成为任何人，做任何她想做的事。,一到那里，她就找到了梦想中的工作。,她决定回老家去。,1
c5c1c868-cae5-4826-aae4-a8fb7eeca5a4,约翰觉得自己好像要感冒了。,那天早上外面很冷，他感觉很糟糕。,他打电话到公司，告诉老板他生病了。,然后约翰起床吃了早餐，感觉好多了。,约翰有一个很好的一天的工作。,随后，约翰一整天都觉得不舒服。,1
7afa9244-864b-4a02-9c71-bf1aaae50d1a,莎莉喜欢周五的披萨之夜。,家里买了两个披萨一个没有奶酪。,莎莉不喜欢吃奶酪。,但这次两个披萨上都有奶酪。,莎莉决定自己点披萨。,看到奶酪披萨，莎莉非常高兴。,1
5e0bf502-0e65-4d3d-bf92-ad19f8f5b5dd,今天学校简直就是一场灾难。,下雨了，大家都被雨淋湿了。,还发生了火灾，大家不得不撤离学校。,我在雨中呆了几分钟就发烧了。,我去湖里游泳。,我从来没有过更糟的一天。,2
c977abad-2d05-430b-b3fd-abd29d227ced,艾德向弟弟挑战篮球赛。,两人进行了一场友谊赛。,比分几乎是平分秋色。,然后艾德又来了个大灌篮。,艾德赢得了比赛。,艾德输掉了比赛。,1
af7e712f-35ce-4332-a6d8-d530a254b64a,拉里是一个贫穷的煤矿工人。,拉里每天都会在矿井里长时间工作。,有一天，拉里在挖矿，看到远处有一朵火花!,拉里发现了一条金矿脉!,拉里没有理会，继续工作。,拉里很高兴，也很兴奋。,2
5aaea84e-dc43-4fdb-826b-2d68ad19ea15,吉姆的车用了十年，开始出现问题。,他决定以旧换新，买一个新的。,他对买最经济的车做了很多研究。,他决定用一个也能用电池运行的。,吉姆决定宁可买一辆自行车，也不买一辆汽车。,吉姆买了一辆电瓶车，省了不少油钱。,2
9b3c381e-f61d-41ad-a815-fa82966818db,上周六，尼克带着他的狗去散步。,在散步的过程中，他的狗看到了其他几只狗。,它不善于社交，所以它开始对他们吠叫。,这对他们两人来说，都是一段漫长而痛苦的经历。,萨姆对他的狗的行为感到非常有趣。,尼克决定带狗去找训练师。,2
ed5d6365-1862-4e67-8118-41630999a060,大楼爆炸了。,里面有五个人。,三人死亡，两人活着。,莫希抱着小妹冲了出去。,他松了一口气，还活着。,其他人都安全出来了。,1
19611623-a65a-4990-8803-559fdf276c3a,杰克打开冰箱，寻找食物。,他什么也没找到，除了一些果冻。,他意识到他可以做一个PB&J三明治。,他找来食材，给自己定了一个沙盘。,杰克满足了他的饥饿感。,杰克就把三明治扔了。,1
2f30738c-02be-4c4b-af03-6b6d6edd9a83,有一年，马特在训练半程马拉松。,临近比赛的时候，他在跑步时滑倒，膝盖受损。,马特错过了比赛，需要大量的康复治疗。,一有机会，马特就回到了训练中。,马特为了回归钢琴家的身份，努力训练。,他的训练在当年下半年的马拉松比赛中得到了回报。,2
49063f7b-4e56-4c7e-9fcb-c21e4ad2e83d,苏西喜欢她奶奶做的香蕉面包。,苏茜给奶奶打电话，让她送来一些。,奶奶住得很远。,一个星期过去了，外婆来看望苏西，给了她一个惊喜。,苏西很高兴。,苏西很不高兴。,1
2e16fc90-126b-4d42-853d-adabc9329a04,乔恩和米卡想要一个小女儿。,经过多年的努力，他们终于怀上了一个女婴。,不幸的是，孩子出现了并发症。,乔恩和米卡害怕孩子会死。,乔恩和米卡就生下了一个男孩。,宝宝长大后，健康强壮。,2
f847c329-4af7-4481-b10e-2333e55658e4,Brendon曾经和Mike一起工作过。,有一天，迈克在站着的时候挪动了椅子。,他去坐下来，摔了一跤。,麦克在现场忍不住笑了起来。,布伦登生气了，因为他很痛苦。,布伦登简直不敢相信自己已经湿透了。,1
e3d73dc6-32ce-43f3-a831-0e1eb32319a8,Cara厌倦了堆积在车库里的杂物。,她决定策划一次车库销售。,她和丈夫一起把所有的东西都搬了出来。,那个周末，卡拉就打出招牌，宣传自己的销售。,卡拉卖了很多东西。,Cara去了拉斯维加斯,1
9a26ef1d-19a5-4f8b-bd04-7674f598df91,罗琳一直想用她母亲的方式做饼干。,她决定一个月不上班，只做饼干。,她终于完善了她的饼干配方。,她给妈妈带了一块饼干，妈妈说很好吃。,洛林很高兴。,洛林很失望。,1
c8a2430c-9e6f-4ffe-a72e-553d546fc32c,感恩节假期，乔要请他的家人过来。,他为他们准备了一顿大餐。,他等待着家人的到来。,他们被堵在路上，迟到了三个小时。,乔准备的饭菜是冷的。,乔准备的饭菜热气腾腾。,1
3ec93abb-d64a-45a9-bdc8-a8d366e1a999,杰克想做一个YouTube账户。,他开始用vlog记录。,他们并没有得到太多的关注。,他就开始演小品。,很多人查看了杰克的裙子。,杰克希望没有人看他的小品。,1
fa228d73-45a9-4322-afb3-a94af13fb2c9,成龙开车在高速公路上上班。,有一辆卡车，笼子里有一匹马。,随着卡车的加速，笼子打开，马儿出来了。,它落在杰基的车窗上。,窗户被打碎了，但马儿却活了下来。,杰姬很高兴她的车没有受损。,1
8398d541-71aa-4f6b-a7d4-6a504e9d114a,李维非常兴奋地和妈妈一起制作蜡烛。,他曾和她一起去商店，帮她挑选香味。,今天是做蜡烛的日子。,李维帮着把蜡贫到模具里。,当天晚上，他们就燃起了蜡烛。,他把大部分都倒进了水槽的下水道。,1
18d4dbc1-ed3c-40ca-8155-18884bb42732,上周我去买了一台新电视。,最后选了一个后，我把它带回家。,我一开箱就发现它坏了。,屏风已经裂开了。,我对这台电视很满意。,我把电视还给了他。,2
0029bfd3-b3f3-42ec-ba8f-2ea9b26e19f8,丹尼斯参加了一个冲浪比赛。,他一开始做得很差，他掉了很多东西。,后来随着比赛的结束，他的表现就好多了。,然后，他得到了人生中最好的一波。,丹尼斯赢得了比赛。,丹尼斯并不开心。,1
9f5c5186-d29d-4914-9be6-917ae7520f5e,本的园子不是很好，因为东西长出来了，但不是很好。,威尔逊向本展示了如何用草和树叶做堆肥。,本在秋天用他失败的植物开始了堆肥。,本把叶子加到他的堆肥堆里，等到了春天。,第二年，他的园子就变得美丽而健康了。,春天的时候，他决定不开园了。,1
23f75488-ac93-4c34-8914-a7727508f8ef,乔是真的饿了。,他的冰箱里没有什么可以吃的东西。,他找不到自己的手机，无法叫外卖。,乔在网上订了一份披萨。,乔支付了一些中国食品的快递费用。,在送餐员离开之前，乔开始吃披萨。,2
c6cdbb7f-ff5f-4b0b-9c41-6818d712dbcb,玛丽想为除夕做计划。,她决定在自己的公寓里开个派对。,她邀请了她所有的朋友。,她的朋友们带着食物和饮料来参加聚会。,这是有史以来最好的新年聚会。,她接过食物，请他们都离开。,1
c8a46f88-aa83-4380-b466-a83715b1924d,吉姆带着一把巨枪去了湿地。,他把它摆好，等待大雁飞过。,他射入羊群中。,两百只鸟被击中。,吉姆觉得很高兴。,吉姆被他的枪声吓到了。,1
26db57c4-7415-465e-b1c3-732d6dc8b8ae,珍妮丝平时每天都穿牛仔裤上班。,不过，现在她已经被提升为经理。,她决定要穿得更正式一点。,珍妮丝买了几条卡其裤上班。,她还买了很多衬衣。,第二天她穿了一件撕破的衬衫。,1
b7dcb1ce-bfe5-4e67-8ab7-e5b1df3c0b2c,胡安妮塔早早地起床去湖边划独木舟。,她喜欢在别人还没醒的时候，安然地划着独木舟。,今天早上，她看到一只鹳鸟飞过湖面，感到很震惊。,在拍照时，她失去平衡，掉进了水里。,胡安妮塔爬回船上。,胡安妮塔继续拍照。,1
ce62c6d1-55b5-47f2-bcbd-736598321ad5,乔迪是一个非常努力的人。,她总是尽心尽力，经常加班。,乔迪的老板注意到她的努力，决定给她升职。,她的努力得到了回报!,乔迪当场被开除。,乔迪当上了经理，并且成功了。,2
fb8557d0-f43a-4910-8e9e-6a42c3c6d0ff,查理会吃任何东西。,它的个头很小，即使是吉娃娃，但它很爱吃。,他最得意的时候是偷了一个大披萨。,他的家人不甘心，冲着他一个叫兽医的狠人。,两人就造成了更多的问题。,查理改掉了他的坏习惯。,2
5428c4c0-2339-4b9d-84ad-2115279a759a,诺拉想去度假。,她决定去山中小屋看看。,小木屋很美，坐落在树林里，旁边是一条小溪。,诺拉喜欢在溪边野餐。,她铺开毯子，进行了一次可爱的野餐。,她在度假时的饭菜都是在小木屋里吃的。,1
cd779b2b-1964-44a3-a00c-f1f51633dcac,马西是一个独居的聋哑女人。,她告诉朋友，最难的是和陌生人交流。,她的朋友告诉她，要拿纸笔，这样才能沟通。,马西开始这样做，发现一个人做事情容易多了。,她感谢朋友的建议。,马西不再和她的朋友说话。,1
da54dc4e-8a45-4804-8446-73c5222ab7e2,Fancy是Sharon的迷你型猎犬的名字。,Fancy昨天已经14岁了。,Schnauzers通常不会活那么久。,莎朗觉得自己很幸运，从小狗开始就有了Fancy。,莎伦知道她和Fancy在一起的时间很短。,沙龙迫不及待地要去找Fancy。,1
5c864b3f-9700-41bf-bb22-bb0dd4a3b792,凯斯住在一个时常发生地震的地区。,但他认为保留一个急救箱是没有必要的。,第二天，他在切菜时割伤了手。,而且他还要自己开车去医院。,凯斯的车就在地震发生时滑出了路面。,凯斯的游艇高速撞上了礁石。,1
4a7a6a06-fdf2-493b-b44c-55af33f92f74,肖恩想出去野餐。,他用篮子给自己打包了一份午餐。,然后，他骑着自行车去了一片田野。,在野外，他吃着野餐。,肖恩讨厌在户外用餐。,肖恩喜欢户外活动。,2
5e3bd2fb-97f8-4457-8ac7-37cda8af8205,女儿的出生让父母无比高兴。,他们给她取名乔伊。,大约两年后，他们有了第二个孩子，一个男孩。,在高兴和感激之余，他们的热情却有些低落。,与乔伊相比，他们的儿子很难照顾。,父母又生了一个孩子。,1
125f2ec2-b9df-4014-a5ac-08fc0e30908a,克里斯想买一包口香糖，但他没有钱。,他决定去偷店里的口香糖。,店主抓住了克里斯偷吃口香糖，他惹上了麻烦。,克里斯觉得很可怕。,克里斯求饶。,克里斯被抓到了，他很兴奋。,1
4ea69358-703b-4256-8d35-b0db9a455ec2,尼尔坐飞机到了曼谷。,他四处走走，看看风景。,有那么多好吃的当地食物!,而且纪念品也很精彩!,尼尔在曼谷多呆了几天，因为太好玩了。,尼尔决定再也不想去曼谷了。,1
93d64af4-f815-44d7-b4d7-2cb5aa2394b3,艾米想把她的卷发拉直。,她去商店买了一个扁铁直发器。,她洗完后，花了2个小时把头发拉直。,下雨了，她的头发湿了。,艾米很伤心。,艾米很高兴。,1
3d4e2972-d59b-4077-a16e-0d810743682a,我喜欢我女朋友家旁边的这一家意大利餐厅。,我们经常一起去那里，那里总是很神奇。,我喜欢他们的意大利面选择和价格是惊人的!,我们去那里这么久了，工作人员知道我们得到了什么。,太恶心了，我警告我的朋友们千万不要去那里吃。,我们走进去，食物马上就上桌了。,2
221b2d03-83ca-494d-965c-e75e4d598b49,迈克是个警察，腿部中枪了。,他从来没有中过枪，这让他想到了人生。,他不知道自己会不会回去工作。,他在当晚的新闻中看到了犯罪。,迈克歇斯底里地笑了起来。,他决定，打击犯罪是他的使命。,2
49bdca9c-4f31-4864-98bb-6db6e6e8d9ce,特雷西从不相信婚姻。,道格教特蕾西如何重新感受爱。,道格和特雷西对对方做出了承诺。,道格违背了他对特蕾西的结婚誓言。,崔西对道格很满意。,崔西对婚姻的忧虑得到了证实。,2
c437d896-83d7-45b0-935d-25b20ecb8a5f,约瑟夫在图书馆。,他想买一本新书，但不知道该买什么。,面对如此多的选择，他感到无所适从。,他决定用一种新的方法来选书。,他闭上眼睛，选了一个。,约瑟夫下楼买了一个冰激凌。,1
27675b3b-ba98-4b7e-aca9-fa73a6822c8d,尼尔爱都柏林！,他认为爱尔兰首都很热闹，很友好。,但他最喜欢的地方是三一学院。,他看到那里陈列着古老的《凯尔斯之书》。,他很喜欢在这个国家逗留。,尼尔觉得旅途无聊，就回家了。,1
bb996fce-3cb3-4f2e-bf0e-f689ee6932f4,昨天晚上我被一个电话吵醒了。,我的朋友爆胎累了，被堵在路中间。,我不得不在半夜出去帮忙。,虽然很冷，很烦，但我还是能帮忙把备用的。,这位朋友非常感激的帮助。,然后我把轮胎拆了，让他搁浅了。,1
2e62070e-48c9-4aef-8a4c-f304065b9ad5,夏天的一天，Grace下班回家。,她打开冰柜拿冰块做冷饮。,但后来她发现了一些可怕的东西。,停电了，所有的冰块都融化了!,格蕾丝非常失望。,格蕾丝对冰块很满意。,1
fa1e1318-d400-4dca-89da-cafd10680944,哈里森正在和朋友打排球。,他把球打过网，得了一分。,然而Emily，在对方球队也进了球。,比赛陷入胶着，直到哈里森打进制胜分。,哈里森对艾米丽生气了。,哈里森很高兴，也很兴奋。,2
41f9c7bb-c8ff-4859-bfef-3552f065baa1,莎莉在网上参加了一个比赛，赢得了一些礼品卡。,负责奖品的人拿到了她的地址，并把奖品寄了出去。,几天后，莎莉收到了他们的邮件。,她上网决定要买什么。,她发现了一件很酷的东西，然后高兴地买了下来。,莎莉没有钱什么都买不到。,1
0ddb5cc9-a0a3-4d6e-8271-d6e9046164f8,弗雷德决定，他要开始回忆他的日常生活。,他去当地的商店买了一本日记本。,从那天起，弗雷德在日记中记录了他所做的一切。,一年后，弗雷德参考了日记，看看自己是如何度过的。,弗雷德不喜欢他的日记。,弗雷德喜欢读他过去的故事。,2
8941700e-80b8-457d-8057-5191d6e822ea,天空和她的班级一起去了土耳其。,她降落在伊斯坦布尔，开始观光。,所有的学生都喜欢这个建筑。,而且他们也觉得食物很好吃!,天空想尽快离开。,天空从来没有想过要结束她的旅行。,2
41006d52-82fa-4f6f-9589-caa9f2c5f3b1,乔斯的家庭正在接待一个交换生。,乔斯怕自己和新来的女孩不和。,但是，当女孩到来时，他们喜欢上了对方!,他们很快就在一起逛街，一直聊天。,乔斯告诉她妈妈，那个交换生很凶。,乔斯认为交换生就像妹妹一样。,2
57f8da4f-6a05-4645-aa53-8adb7afb0679,乔和玛丽邀请朋友来吃饭。,大家聚集在厨房里，准备吃披萨。,披萨熟了，夫妻俩就玩起了桌游。,玩了几个小时的游戏。,大家决定再也不做了。,他们都很开心。,2
2ef42f27-39bf-40d8-8636-108de3583103,我喜欢打棒球，但我讨厌看棒球。,虽然玩起来很有趣，但是说实话，看的时候太无聊了。,我爸爸喜欢看，我有时也和他坐在一起看。,我们说起以前一起在外面玩的日子。,我希望他已经去世了。,放松心情，回味无穷，真好。,2
88d01e29-7b59-4eec-9070-0607c375b168,楼上的邻居总是跺着脚。,即使是在深夜。,他们几乎都在家里。,我试着跟他们说了一下，他们说他们会更安静。,不到一个小时，他们又开始跺脚了。,他们太安静了，我不得不报警。,1
2a20ef11-6bc5-4192-b59b-d6df5a78a2ba,罗比想买一顶新帽子。,他开了一个小时的车，就是为了买到他想要的新帽子。,终于当他到了那里，他得到了最后一个。,当他试穿时，非常合适。,他每天都戴着它。,他把它扔进了垃圾桶。,1
732d31b0-0c2d-4ae0-a374-8592dc480df9,尼尔知道他来都柏林要做什么。,他不能离开这座城市而不去参观它的许多酒吧!,尼尔看了几十家酒吧，喝了几十品脱。,他喝得很醉，但他记得一件事是肯定的。,他想起了投资黄金。,他没有在影响下开车。,2
222074bf-dded-4566-92c0-8dddf5272e37,弗朗西斯科嫉妒所有在冬天去滑雪的朋友。,他决定自己也要滑雪。,弗朗西斯科与教练一起学习如何滑雪。,他练得很辛苦。,弗朗西斯科成了一名优秀的冲浪手。,弗朗西斯科成了一名优秀的滑雪运动员。,2
b4d4c62f-3043-4bd2-b51a-502a93477c41,赛平时很讨厌学校里的照相日。,他们很乏味，他从来没有像其他一些孩子那样好看。,为了让小赛心情好一点，妈妈给他买了一件新毛衣。,小西穿着这件毛衣去拍照，得到了很多赞美。,萨尔觉得自己烂透了。,萨尔感觉很好。,2
bb17a4af-4b29-4cc9-9d3d-ffba54fbde43,阿莉西亚把车停在街上，进了城。,她和她的朋友们一起，他们度过了一个美好的夜晚。,天色已晚，阿莉西亚的车似乎不在她离开的地方。,没过多久，十个朋友都加入了找车的行列。,朋友们找到了Alycia的卡车。,他们竟然在她停放的街道上发现了它。,2
62283acf-2724-47df-a5f7-27229dc5acfc,我妈妈以前有一只宠物山羊。,她把它照顾得很好。,有一天，她发现山羊不见了。,她问母亲在哪里。,凯蒂很失望，她妈妈说后院。,当母亲说后院时，凯蒂松了一口气。,2
a5dbdbe4-d1b4-4cca-abc3-437cea2b8989,本场比赛平分秋色。,最后一分将决定比赛的胜负。,埃里克把网球送到比尔手中。,比尔差点没打中球，但他还是打中了。,埃里克用他的棒球棒打球。,埃里克没能还击比尔，输掉了比赛。,2
ac3a7c0b-8ef1-4a7e-8f54-b24369873596,暑假结束了，也到了返校购物的时候。,那是吉娜的妈妈第一年让她们一起过来。,她带他们去了家附近的马歇尔家。,在他们的价格范围内，只有一些东西。,吉娜对自己挑选的这套衣服非常满意。,吉娜的母亲为了支付费用而贷款。,1
d2110ec7-67be-418b-9e71-5fa884c13740,我妈妈院子里的树上住着一只松鼠。,她开始喂它吃花生。,有一天，她发现她的树上现在有很多松鼠。,她开始给他们喂花生。,她就把松鼠们吓跑了。,松鼠开始更频繁地到她家来。,2
656c23c4-7342-4073-a2b4-a6f5fe5e2087,吉娜有拘留。,这是她的第一次。,她一边装酷，一边和屋外的朋友聊天。,她的胃里在打结。,吉娜是天生的叛逆者。,吉娜担心父母发现。,2
b22e9193-17b6-4868-be18-d7736063a26f,艾丽西娅喜欢她住的地方。,有一天，她的父母告诉她，他们要搬家了。,她很伤心。,搬家那天，她和朋友们告别。,然后他们就搬到了新家。,艾丽西亚很高兴能离开她的老房子。,1
77034191-c785-4040-8824-3c6435ef0bec,布莱恩被要求看管他朋友的狗。,他们留下了一个笔记本来记录。,他会用他去那里的次数来更新它。,就在他回来之前，他留下了关于他们时间的信息。,他很高兴他的朋友认为他值得信赖。,他不得不承认，他并不是很喜欢他们的猫。,1
3b074fb8-11c0-4bb5-b6eb-3a1870fd0cda,昨晚，我标记了烤鸡。,放进烤箱后，我就走了。,令我惊愕的是，我闻到了一些烧焦的味道。,我看了看烤箱，鸡肉被毁了。,我叫了披萨来代替吃。,我很喜欢我买的新雨衣。,1
800c65e1-0a7d-4058-a943-a2f22efa1251,劳拉早早起床，准时去上课。,她在上学前给自己做了早餐。,吃完早餐，劳拉离开家，坐上了公交车。,到了学校，她看到一块牌子，上面写着取消上课!,劳拉觉得自己浪费了时间。,劳拉那天在课堂上的表现不错。,1
e6aa4d18-ca05-41c2-a28b-067c52d59be1,女孩们去了一家酒吧。,他们打开了一个标签。,他们喝了几杯。,他们终于决定关闭他们的标签。,他们回家谈论他们的夜晚。,他们上了飞机。,1
4e219458-ab81-43ad-8c03-a5e04313bb3f,上周，我不得不发表一个重要的演讲。,我从来没有准备过，只是新的很基础的东西。,我想我就进去假装一下。,我用的是大词，并且努力让自己听起来很聪明。,这招很管用，讲话也很受用。,我不再说话，回家了。,1
39e4750c-7552-4768-8090-68e982acbae5,有这个惊人的意大利地方 在街上从爱丽丝。,她以前几乎每周都会去那里。,她喜欢那里提供的意大利面。,有一天，她想去那里，发现他们关门了。,爱丽丝很不高兴，她不得不解决中国菜。,她邀请了她所有的朋友一起去那家餐厅。,1
5166cfca-16ab-4e30-b944-115a9819ad1c,我的面条吃完了,我开着车，赶到了店里。,我买了我最喜欢的品牌的面条。,我赶紧回家。,我煮了面条。,我把面条扔进了垃圾桶。,1
43d18abf-80a4-46c7-b81e-64389881989f,皮特不得不去见他的房地产经纪人。,他很快就要买房了。,皮特找不到房产经纪人给他的合同。,他看遍了他的家。,他终于在车库里找到了它。,皮特决定现在是去拉斯维加斯旅行的好时机。,1
05f00a90-899f-4138-8452-352e2787ef9d,弗雷德喜欢游乐园，但他从未坐过过山车。,他的朋友取笑他，说他有恐高症。,有一天在游乐园，他决定面对自己的恐惧。,弗雷德在公园里坐了最快、最恐怖的过山车!,他决定回家去哭。,他很高兴，他这样做了，更喜欢这个公园。,2
b760d9ca-110e-41da-bee3-7e21a59c10c3,温迪在网上买了一些沐浴油。,她看错了说明书，把它涂满了全身。,令她惊恐的是，她的皮肤已经变成了粉红色。,她及时向公司投诉。,温迪高兴地买了更多的沐浴油。,公司给温迪全额退款并道歉。,2
84b1b98f-1e3b-460b-92a7-ef7b8f87e76a,杰克逊一直避免喝任何酒精类的东西。,他知道酒精是不健康的，会影响判断力。,然而，有一天，杰克逊的老板邀请他去酒吧喝啤酒。,杰克逊发现，他喜欢啤酒的味道。,他决定生两个。,E吐出啤酒。,1
48d93df4-f763-4964-b61c-c8a281b27257,一只青蛙饿了，要吃夜宵。,他看了看池塘对面，发现了一只苍蝇。,青蛙悄悄地游到了苍蝇面前。,不幸的是，苍蝇看到他来了，嗡嗡地飞走了。,青蛙一辈子都没有吃过这么饱的肚子。,青蛙还是很饿。,2
e7f2f98f-c44e-448a-985c-cf849cc079d5,奥斯卡从来没有整理过他的床铺。,他妈妈一直希望他。,最后他决定开始铺床。,他妈妈很自豪。,她给了他一份甜点招待。,她对着他大喊。,1
f403cad9-dd10-45b4-84c0-940adb678035,有一天，我在树林里散步。,在几码之外，我看到了一条红蛇。,我立刻愣住了。,我开始慢慢往回走。,然后我就向蛇跑去。,那条蛇咬了我。,2
899bb94a-66ec-4a36-a26d-131571aff33a,马修的母亲正忙着在电脑上工作。,马修尖叫起来。,马修跺了跺脚。,马修的母亲忍痛割爱，放弃了自己的工作。,马修的母亲在电脑上完成了所有的工作。,马修的母亲把马修关在超时区。,2
c39a117f-2925-45d7-8bbb-41aeb4288587,我以前经常打猎。,这次回家，我晚上打猎。,我沉默了很久。,终于，我看到黑暗中有东西在动。,我没有理会，回家了。,这是我能够跟踪并成功射杀的一只鹿。,2
43581cb2-1ab6-4999-bac4-ad9ad9afc9d4,杰克和乍得爬下大峡谷墙。,杰克停了下来，倾斜着拍了一张照片，找好拍摄角度。,杰克不小心坐在了仙人掌上。,现在杰克的裤子里插满了针。,花了20分钟取下针头，继续攀登。,杰克能够攀爬，没有任何不适。,1
ebe0057c-473b-4a3b-8361-746a9fbbf39c,艾米、琳和金走到琳家附近的商店。,在那里，他们看到了林恩暗恋的吉姆。,他是店里的包工头。,他们停下来和他聊了一会儿。,吉姆约了林恩。,琳告诉吉姆，他是没有吸引力的。,1
4f062272-6c07-4f43-9e8b-ff12ba8dc264,莱利在学校里不是很受欢迎。,她穿着有趣的衣服。,有一天，她的朋友建议他们做改造。,莱莉同意让自己过去。,莱利看起来好多了，很受用。,莱利不再是朋友。,1
401dd8df-ea68-43e6-b446-4320f891ee9d,阿雅想当模特儿。,她以为自己瘦了，漂亮了，就有机会了。,于是她参加了镇上一年一度的模特大赛。,令她震惊的是，她赢得了比赛。,对于比赛的结果，阿雅非常高兴。,对于比赛的结果，阿雅很是不满。,1
6a8bdf10-7442-4f8e-8f3c-073efed3b7a0,贾里德被禁足了一个星期。,他从来没有打扫过自己的房间。,他的父母告诉他，他会因为除尘而得到几天假期。,他到处给整个房子除尘。,他的父母给他放了三天假。,他的父母把他赶出了家门。,1
