InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,Satunnainenviides lauseQuiz1,Satunnainenviides lauseQuiz2,AnswerRightEnding
17ac6b6a-38c7-4d0c-92f0-cd1d0dc76827,Laura kertoi tarinan rintaliivien polttamisesta 60-luvulla.,Yleisö villiintyi saatuaan tietää tämän henkilökohtaisen tiedon.,"Laura vakuutti yleisölle, että siitä on jo kauan aikaa.",Hän asettui ehdolle presidenttiehdokkaaksi.,Laura joutui sen jälkeen maan syytteeseen.,Laura tuli sitten maan valitsemaksi.,2
4ff0bfb1-66ea-436d-858e-856e45b3f2e6,Charlie halusi poliisiksi Havaijille.,Hän läpäisi testit ja sai työpaikan Honolulussa.,Charlie piti vuorovaikutuksesta yhteisön kanssa.,Charlie ei pitänyt korruption määrästä poliisivoimissa.,Charlie alkoi ottaa lahjuksia.,"Charlie vannoi muuttavansa asioita, jos hänestä joskus tehtäisiin päällikkö.",2
96d9d324-0868-40bc-9959-1aae94dd3b55,"Seanin huonetoverit huomaavat, että hänen vaatteensa ja sänky alkavat haista.","He sanovat hänelle, että hänen on pestävä pyykkinsä pian.","Sean protestoi ensin, mutta lopulta hän siivoaa pyykkinsä.","Hänen kämppäkaverinsa ovat kiitollisia siitä, että Sean ei enää haise yhtä pahalle.","Seanin kämppikset suuttuivat siitä, ettei hän kuunnellut.",He käskevät hänen olla enää koskaan odottamatta niin kauan pyykinpesua.,2
1c3e9a4a-661f-48de-8107-e12331ef4674,"Ystäväni haluaa lääkäriksi, joten hän suoritti MCAT-kokeen.",Ensimmäisellä kerralla hän ei saanut tarpeeksi hyviä pisteitä.,Hän opiskeli ahkerasti ja otti sen uudelleen.,Tällä kertaa hän pärjäsi erittäin hyvin!,"Hän ei enää koskaan puhunut asiasta, eikä hänestä tullut lääkäriä.",Veimme hänet juhlimaan drinkille.,2
48bc580e-3694-4441-ac99-b175ecc1aa02,Kelly meni mereen rentoutumaan.,Hän meni heti ja laittoi jalkansa sisään.,"Kun hän kuitenkin laittoi jalkansa sisään, aalto tarttui häneen.",Hänen vaatteensa kastuivat.,Kelly meni kotiin vaihtamaan kuivat vaatteet.,"Kelly oli hyvin iloinen siitä, että hänellä oli läpimärät vaatteet.",1
7efd5758-6c1f-4c3f-a78f-474683a8a688,Ben oli innoissaan päästessään ensimmäistä kertaa kalastamaan isoisänsä kanssa.,Hänestä matojen laittaminen koukkuun oli kuitenkin inhottavaa.,Hän pisti vahingossa sormeensa yhdellä koukulla.,"Ben tajusi pian, että kalastus ei ollut häntä varten.","Ben kysyi isoisältään, milloin he voisivat mennä seuraavaksi kalaan.","Ben kysyi isoisältään, voisivatko he sen sijaan katsoa elokuvan.",2
51331d6f-f1df-4163-8747-ec4c7d5b1d8a,Amelia oli valmistautumassa treffeille mukavaan italialaiseen ravintolaan.,Amelian ystävä oli järjestänyt hänelle sokkotreffit viikkoa aiemmin.,Hän saapui ravintolaan ajoissa ja odotti seuralaista.,"Kolmekymmentä minuuttia oli kulunut, eikä hänen seuralaisensa ollut ilmestynyt paikalle.",Amelia palasi kotiin.,Amelia oli hyvin onnellinen.,1
3200606c-05e1-4aca-93e9-047de5a933ec,Äiti halusi todella saada pojasta kuvan joulupukin kanssa.,Poika oli peloissaan ja kieltäytyi.,"Äiti kertoi pojalle, että joulupukki oli vastuussa lahjojen tuomisesta.",Tämä muutti pojan mielen.,Poika toivoi saavansa joulupukilta paljon lahjoja!,"Poika lähti ilman, että hänestä otettiin kuvaa.",1
0ead4e95-f11f-4fed-a8ef-47d46004934d,Stewart yritti saada lempitehtävänsä valmiiksi ennen nukkumaanmenoa.,"Hän uppoutui siihen niin, että unohti pitää tulen päällä.",Vapisten hän veti kasan peittoja ympärilleen.,Hänestä tuli hyvin lämmin ja tyytyväinen.,"Kun hän heräsi, oli kylmä.","Stewart oli iloinen, että hän muisti pitää tulen päällä.",1
ea50a050-f5d7-4f1a-a12c-076e9ea82c99,Anthony halusi oppia puhumaan espanjaa.,Hän löysi espanjan verkkokurssin ja ilmoittautui siihen.,"Anthony opiskeli ahkerasti, ja lopulta hän oppi kielen.",Anthony puhuu nyt sujuvasti espanjaa.,Anthony menestyi kielitaitonsa ansiosta.,Anthony ei saanut kieltä kunnolla alas.,1
cde7e7d6-2ddc-4f5a-88f1-1a9105fe3198,Amy meni töiden jälkeen ruokakauppaan.,Hänellä oli lyhyt lista ostettavista tavaroista.,Puolet tuotteista oli loppu.,Amyn oli mentävä toiseen ruokakauppaan.,Hän osti kaksi hametta ja puseron.,Sen jälkeen hän pystyi menemään kotiin ja valmistamaan hyvän aterian.,2
d59bdca1-4056-415b-9a7e-11d60e545af8,Joanie valmistautui föönaamaan hiuksensa treffejä varten.,"Hän oli järkyttynyt siitä, että hänen fööninsä oli kadonnut.",Sitten Joanie kuuli tutun äänen ulkoa.,Hän näki veljensä käyttävän fööniä.,Joanie oli tyytyväinen veljeensä.,Joanie juoksi ulos kohtaamaan veljensä.,2
2fdb6362-2b1b-47b1-9a38-cb3ffe6e9201,"Cornelia päättää, että hän haluaa järjestää asuntonsa uudelleen.",Hänen sänkynsä on seisonut seinän vieressä monta vuotta.,Cornelia siirtää sänkyään istumaan ikkunan viereen.,"Kun hänen ystävänsä näkevät hänen uuden asettelunsa, he rakastavat sitä.",Sitten Cornelia siirsi sängyn takaisin paikalleen.,Pian kaikki hänen ystävänsä olivat järjestäneet sänkynsä samalla tavalla.,2
e245afa1-99b1-440c-91b6-f2e511c64380,Tim rakasti moottoripyöräänsä.,Hän ajoi sillä aina kun pystyi.,Kunnes viime viikolla hän romuttui.,Nyt hän ei melkein koskaan aja sillä.,Tim tuntee olonsa turvalliseksi ajaessaan moottoripyörällä.,Tim ei uskalla ajaa moottoripyörällä.,2
a0c199b8-13ca-43df-86fe-caab16c2cf64,Wendy sai ensimmäisen työpaikkansa sairaanhoitajana vanhainkodissa.,Hän todella rakasti työtään ja piti yhteyttä asukkaisiin.,"Hän nautti todella siitä, että hän puhui erityisesti erään vanhan naisen kanssa.",Eräänä päivänä nainen näytti hänelle kuvia lapsistaan.,Wendy juoksi itkien ulos huoneesta.,Wendy nautti kuvien näkemisestä.,2
bb8870d3-44c3-4223-9511-b3c0c9909353,"Lester oli ylpeä siitä, että hän oli viettänyt vuosia ilman kännykkää.",Hän halusi ajatella olevansa vähemmän riippuvainen teknologiasta kuin muut.,"Eräänä päivänä hänen autonsa rengas kuitenkin puhkesi, ja hän toivoi, että hänellä olisi ollut puhelin.",Hän ei halunnut kokea sellaista uudelleen.,Lester jatkoi elämäänsä ilman kännykkää.,"Lester hankki parhaan kännykän, johon hänellä oli varaa.",2
085eb2c2-bd13-439d-8a61-0244f1c27b25,Ben tarvitsi öljynvaihtoa autoonsa.,"Hän tiesi, että ne olivat melko kalliita.",Sitten hän näki lehdessä kupongin.,Ben leikkasi sen irti ja vei sen korjaamolle.,Ben sai vaihdettua öljynsä.,Ben myi munuaisensa crackiin.,1
c2906cf8-eb46-420a-9012-1cae78ab3f55,Heräsin nälkäisenä.,"Kaadoin kulhollisen muroja, mutta huomasin, ettei minulla ollut maitoa.",Harkittuani veden käyttöä päätin mennä kauppaan.,Kävelin kulmalle ja otin puoli litraa 2%:sta.,Tulin kotiin ja söin muroja.,Tulin kotiin ja söin pizzaa.,1
23a9ba39-15bf-4243-a508-2dd550756ceb,Annalla oli suolaisen veden akvaario.,Hän säilytti siinä vain koralleja.,"Sitten hän päätti, että hän halusi myös kalaa.",Hän osti muutaman pienen pellekalan ja laukaisimet.,Anna palautti kalat pian kauppaan.,"Nyt Annalla on monipuolinen akvaario, jossa on kaloja ja koralleja.",2
20e398b2-135e-490f-bd48-df8864229f48,"Holly oli kaunis musta kissa, jota Lee rakasti kovasti.","Valitettavasti Holy sairastui pahasti, ja Lee joutui nukuttamaan sen.",Lee oli hyvin surullinen Hollyn jokapäiväisestä ikävästä.,Eräänä päivänä pian sen jälkeen pieni musta kissanpentu ilmestyi Leen takaovelle.,Lee päätti adoptoida koiranpennun.,Lee päätti adoptoida kissanpennun.,2
0990d818-d928-4d78-a5a5-41b6b4876019,Bob tarvitsi uudet sukat.,Hän meni paikalliseen tavarataloon ostamaan niitä.,Kaupassa oli suuri alennusmyynti.,Hän huomasi ostavansa paljon hienoja tavaroita.,Bob nautti todella ostosreissustaan.,Bob palautti kaiken seuraavana päivänä.,1
7502cdcb-1e6f-47af-adc4-6e7c292f3e8b,Nuori Reggie rakasti amerikkalaisen jalkapallon pelaamista ja katsomista.,Hänen suosikkipelaajansa oli juoksija Jamal Lewis.,Hän oli Salt Laken lentokentällä perheensä kanssa ja näki sankarinsa.,"Hän meni hänen luokseen ja sanoi, että hän aikoo myös pelata ammattilaisjalkapalloa.",Jamal Lewis antoi hänelle henkilökohtaisia neuvoja ja toivotti hänelle kaikkea hyvää.,Nuori Reggie käski häntä pysymään kaukana hänestä.,1
fd6e207c-1c55-40c9-85fd-d6ac53ea0eb3,Ella löysi pienen punarinnan maasta.,"Hän tiesi, että sen oli täytynyt pudota pesästään.",Hän kääri sen huolellisesti ja teki siitä turvallisen kodin.,Sitten hän syötti sille matoja käsin.,Hän tykkäsi huolehtia robinista.,Mutta hän ei enää halunnut punarintaa.,1
4d567833-0f68-4976-bf8c-d10ba68e0956,Tein päätöksen lopettaa työni.,Kirjoitin irtisanoutumiskirjeeni.,Menin hiljaa toimistoon ja jätin sen.,Lopetin työni.,"Olen nyt vapaa tavoittelemaan uraa, joka tekee minut onnelliseksi.",Palaan huomenna takaisin töihin.,1
03a810c5-6385-470a-bf0f-4beae08c5284,"Laitoin mustan muoviruusun maljakkoon, jossa oli vettä.",Jätin sen kirjahyllyni päälle muutamaksi viikoksi.,Kymmenen ihmistä kysyi minulta siitä.,"He halusivat tietää, miksi minulla oli kasteltu tekokukka.",Rehellisesti sanottuna minäkään en oikein tiennyt miksi.,Muutaman viikon kuluttua kukka kuoli.,1
ed8f4dfe-600e-4e68-af3d-22d2883ed575,Ben päätti hemmotella itseään kahvilla.,Hän maksoi kahvin pankkikortillaan.,"Myöhemmin pankki soitti hänelle ja sanoi, että hän oli tehnyt liikaa luottoa.","He selittivät, että hänen oli maksettava kolmenkymmenen dollarin maksu.",Ben oli turhautunut lisämaksusta.,Ben oli iloinen saatuaan puhelun pankista.,1
11c2d92c-ceaf-4796-8521-435c0d0e5831,Chris oli viikon toisella välilaskullaan.,Hän käveli ympäri lentokenttää ja päätti käyttää tämän ajan hyväkseen.,Hän asensi puhelimeensa sovelluksen ja alkoi harjoitella ranskan kieltä.,Lentokentän toinen asiakas kuuli hänet ja tarjosi hänelle apua.,Mesenaatti auttoi Chrisiä opettamaan ranskan kielen alkeita.,"Mesenaatti ei ymmärtänyt Chrisiä, koska hän puhui vain kiinaa.",1
3bef731d-076d-4d20-a722-a2f8c2668796,"Kun olin lapsi, Google alkoi ensimmäistä kertaa.","Muistan kysyneeni isältäni, miten sivustoa käytetään.","Hän näytti minulle, miten kirjoittaa ja etsiä mitä tahansa halusin.",Innostuin ja vietin joka päivä työpöytäni ääressä pitäen hauskaa.,Opin paljon Googlelta.,Suutun siitä hyvin nopeasti.,1
2fed71a3-7ba4-43b1-9ebf-b15ecbabbe62,"Jeff oli saamassa ylennyksen, jota varten hänen oli haastateltava.",Hän meni kotiin ja opiskeli ahkerasti ja painoi vastaukset mieleensä.,"Hän valmistautui monta päivää, kunnes tunsi olevansa valmis haastatteluun.",Hän meni haastatteluun ja läpäisi sen kunnialla!,"Hän oli tyytyväinen, kun hänet ylennettiin.","Hän tajusi, että hänen oli lopetettava työnsä.",1
896a1b17-2dd1-4f0e-9168-7146939f6dcd,Fredin pomo kutsui hänet propaanitankkausaseman toimistoon.,"Hän kertoi Fredille, että ajat olivat kovat ja hänet oli irtisanottava.",Fred suuttui tästä kovasti.,Hän tarttui pomoaan kauluksesta ja heitti tämän maahan.,Fredin pomo halasi häntä voimakkaasti.,"Fredin työkaveri, joka näki hänen pahoinpitelevän pomonsa, soitti poliisille.",2
d806a701-9310-4b74-909d-c4bc746710d5,Kälyni yrittää säästää rahaa.,"Hän on tuore leski, joka elää eläkkeellä.",Hän palautti äskettäin kaksi kolmesta kaapelilaatikosta.,"Kerroin hänelle, että antennit toimivat hyvin nyt, kun lähetykset ovat HD-lähetyksiä.",Hän osti lisää kaapelilaatikoita.,Hän oli iloinen kuullessaan sen.,2
4fdedd14-b582-4e75-b786-f565892e9cc9,"Victor on aina ollut ylpeä siitä, että on kokeillut uusia ruokia.",Hän ei kuitenkaan ole koskaan syönyt pistaasia.,Eräänä päivänä hän ostaa purkin pistaasipähkinöitä syödäkseen niitä kotona.,Hän rakastaa niiden makua.,Victor päättää alkaa ostaa pistaasipähkinöitä säännöllisesti.,"Victor tajuaa, että hän on unohtanut verkkarinsa kuntosalille.",1
24487427-d54e-4cf4-a7fd-acdcdafa87ba,Ulkona oli upea päivä.,Emily halusi hyödyntää upeaa säätä.,Hän päätti mennä puistoon.,"Emily oli pettynyt, kun hän huomasi, ettei hänen autonsa käynnisty.",Hän pyysi naapuriltaan apua.,Hän ajoi autonsa mekaanikolle katsomaan sitä.,1
d1817a6c-58d1-498b-aba9-34af04659142,Tom oli kyllästynyt arkeen.,Niinpä hän päätti muuttaa pois verkosta.,"Ensimmäinen viikko meni hyvin, mutta pian vesi loppui.",Hän kärsi kaksi päivää eikä vieläkään löytänyt mitään.,Lopulta Tom palasi ruutuun.,Tom piti ajatuksesta paastosta.,1
07e6627f-e1c5-4cee-9b4e-0b951d508d42,Tim halusi oppia tähtitiedettä.,Hän halusi mennä avaruuteen.,Hän oli kuitenkin liian nuori astronautiksi.,Tämä uutinen sai hänet surulliseksi.,Tim teki kovasti töitä koulussa tullakseen sellaiseksi.,Tim vihasi Marsia.,1
65b3382b-23e1-41d4-b2cf-169da4f7d578,Fred päätti ostaa Applen osakkeita.,"Osakkeen hinta oli 90 dollaria, kun hän osti sen.",Onneksi he saivat eilen loistavat tulokset.,Tämän jälkeen osake nousi 100 dollariin.,Fred katui osakeostojaan.,Fred oli hyvin onnellinen.,2
bf02c548-9458-4b48-a482-5cfb4031d7a7,Jen oli niin luottavainen valmistautuessaan piirikunnan oikeinkirjoituskilpailuun.,Hän oli viimeisen kuukauden ajan opiskellut sanakirjaa joka ilta.,"Kun mehiläinen alkoi, Jen selvisi hengissä, kun muut tyrmättiin.","Kaikki oli kiinni kahdesta viimeisestä, ja Jenin vastustaja oli mokannut.",Jen voitti oikeinkirjoituskilpailun!,Jen hävisi oikeinkirjoituskilpailun.,1
281c3608-602c-401f-861e-5288408315c7,Kelly ei ole poistunut asunnostaan vuosiin.,Kävin tänään hänen luonaan tervehtimässä.,"Huomasin, että hän ei halunnut päästää minua sisään.","Puhuimme hetken aikaa siitä, miten hänellä menee.",Kelly rakastaa vierailijoita.,Kelly on agorafobinen.,2
2a25942d-3b24-4a82-917c-f8b1c278ad45,Emily oli rannalla.,Sää alkoi rauhallisesti.,Yhtäkkiä tuuli alkoi voimistua voimakkaasti.,Anna joutui pelottavaan hiekkamyrskyyn!,Hänellä oli hauskaa rannalla.,Hän pääsi onneksi turvallisesti takaisin rantatalolle.,2
e378ee18-a45c-4ce9-9506-e852566a8b33,Andrew ei ollut koskaan joutunut vaikeuksiin mistään syystä.,Hänen vanhempansa olivat viikon poissa kaupungista.,Andrew'n ystävät tulivat käymään ja halusivat juoda.,Niinpä Andrew otti esiin vanhempiensa salaisen alkoholikätkön.,"Andrew toivoi, että hänen vanhemmillaan olisi ollut alkoholia.",He joivat alkoholia ja humaltuivat.,2
112151f0-6986-4251-aed3-2c454670a09f,Ellen asui ennen maalla.,"Hän kaipaa päiviä, jolloin sähköt ovat poikki.",Eräänä päivänä jäämyrsky aiheutti sähköjen katkeamisen hänen kaupunkikodissaan.,Hän paleltui pahasti.,"Hän oli iloinen, kun sähköt palasivat.",Ellen viihtyi täydellisesti.,1
aa86fc61-5be9-4ef6-9c9b-24003fdaaa33,Mike istui työpöytänsä ääressä.,Mutta yhtäkkiä hän tunsi käsivarressaan outoa kutinaa.,"Hän tunsi, että hänen jalkojaan alkoi myös kutittaa.",Ja sitten hänen kasvonsa.,Mike sai aivohalvauksen.,Mike alkoi nauraa hysteerisesti.,1
be1e8b99-b087-4e4f-b054-55ccfb85e480,"Rehtori ilmoitti, että samana perjantaina järjestettäisiin koulun tanssit.",Maria innostui tanssista.,Hän halusi Danin pyytävän häntä koulun tansseihin.,"Dan näki Maryn käytävällä ja kertoi, että hänen oli puhuttava Maryn kanssa.",Hän syytti naista pyöränsä varastamisesta.,"Hän oli iloinen, että mies pyysi häntä tansseihin.",2
81150546-2bec-413f-a2f1-df4b40f4bb0e,"NYC:ssä avattiin uusi Organic Avenuen myymälä, ja kävin siellä.","Olin todella innoissani kokeillessani sitä, koska en ollut koskaan ennen käynyt siellä.","Kun kävelin sisään, heillä oli mahtavia salaatteja ja mehuja maisteltavaksi.",Kokeilin kesäsalaattia ja kookosvettä.,"Päätin, etten enää koskaan palaa kyseiseen ravintolaan.",Tämä oli uusi suosikkiravintolani.,2
d313ed5f-56c3-40ee-918a-efeef6818d88,Liityin tänä vuonna ensimmäistä kertaa fantasiajalkapalloliigaan.,"Liityin kaverini ryhmään, koska he tarvitsivat yhden henkilön lisää.",En ole koskaan ennen soittanut.,Voitin lopulta ensimmäisen sijan!,Olin hyvin innoissani.,Olin hyvin pettynyt.,1
5af45d17-34dc-4059-89bf-6ac89e4b44b5,Helen nousi aikaisin töihin.,"Edellisenä yönä oli satanut lunta, joten hänen oli lapioitava autonsa ulos.",Lumen siivoamiseen meni tunti.,"Kun hän palasi taloon valmistautuakseen, hän kuuli tutun äänen.",Hän oli jättänyt suihkun päälle.,Helen meni järvelle vuokraamaan vesiskootteria.,1
63467525-31e2-4563-88ec-be61c5ba9d7f,Osavaltion koripallomestaruuden jälkeen toimittajat haastattelivat joukkuetta.,"Dan kysyi, oliko tämä suora vai nauhoitettu.","Toimittaja ilmoitti hänelle, että kyseessä oli suora lähetys.","Dan sanoi kameralle, että hänen isänsä oli hänen inspiraationsa.",Dan ihaili isäänsä.,Dan häpesi tätä isää.,1
c0b47103-e22e-4a61-bff1-031c33410523,Jeremyllä on selkeä ja vahva persoonallisuus.,Hänelle kävi huonosti työssään ja hän sai potkut.,Hän puhui esimiehelleen ja työtovereilleen epäsopivia asioita.,Sen jälkeen hänen on ollut vaikea löytää työtä.,Jeremyn tapa toimia työpaikalla on vaikea.,Jeremyn käytös sopii täydellisesti työpaikalle.,1
e098b268-e0bc-4caa-a96d-2dd57183be2c,Fran osti talon rannalta.,Kurjet söivät joka päivä hänen pihallaan olevia ötököitä.,Eräänä päivänä nosturit kuitenkin lakkasivat käymästä.,"Kului useita kuukausia, eikä nostureita ollut vieläkään.",Franin piha on nyt täynnä ötököitä.,Fran sai kuolettavan sydänkohtauksen kukkia järjestellessään.,1
dfd56967-1d66-472d-92ed-a59cea6c7f69,Joukkueellamme oli tänään jalkapallo-ottelu.,Olimme kaikki innostuneita voitosta.,Pääsimme kentälle ja harjoittelimme ennen peliä.,Tiimimme oli yhtenäinen ja työskenteli yhdessä.,Joukkueemme oli häpeissään suorituksestaan.,Tiimimme oli tyytyväinen.,2
c467150a-5c67-4125-957f-557d05d3b953,Kelly vihasi matematiikan tunteja ja kamppaili käsitteiden oppimisesta.,Hän kamppaili paljon työn kanssa ja haki usein apua opettajilta.,"Hän teki kovasti töitä, ja se tuotti tulosta hyvillä arvosanoilla.",Hän oli menossa syksyllä yliopistoon.,Hän jätti opintonsa kesken.,Kelly valmistui hyvillä arvosanoilla.,2
1cf5a954-d883-4c42-b116-40635b3a53a4,Sophien mummi oli kuolemansairas.,Sophie kävi hyvästelemässä hänet sairaalassa.,Hänen isoäitinsä antoi Sophiesta hänen arvokkaan kultamitalinsa.,Hän käski Sophien pitää sen muistona.,Sophie itki.,Sophie nauroi hänelle päin naamaa.,1
05a2aa5d-1e5b-4741-a053-87b342b04578,Kellyllä oli tänään uusi työhaastattelu.,Hän oli valmis kymmenessä minuutissa ja ryntäsi ulos ovesta.,"Kun hän pääsi paikalle ja tapasi naisen, tämä vastasi kysymyksiin.","Kun haastattelu oli päättynyt, hänelle kerrottiin, että hänelle soitettaisiin takaisin.","Kelly toivoi, että hänelle soitettaisiin pian.","Kelly toivoi, ettei hänelle soitettaisi.",1
c080b61b-7467-4eb8-8c36-096451d16182,Zack ja hänen ystävänsä ohittivat pelottavan talon kävellessään kouluun.,Eräänä päivänä he päättivät mennä sen sisälle.,Zack ja hänen ystävänsä menivät jokaiseen huoneeseen.,Talo oli vanha ja hylätty.,He päättivät pelata baseballia siellä.,He lähtivät ja menivät kouluun.,2
e3ac8542-f974-4a3f-b198-e7b999397e7f,Mia kävi eilen illalla kasinolla.,Hän aloitti illan pelaamalla pokeria.,Hävittyään huomattavan summan rahaa hän pelasi kolikkopelejä.,"Hänellä oli rahat melkein lopussa, kun lauma soi RING RING RING RING.",Mia voitti jättipotin!,Mia menetti vielä enemmän rahaa.,1
f72182d5-f378-4377-a1fa-560607b43c52,Portia rakastaa kävelyä kotinsa lähellä sijaitsevassa metsässä.,"Hän kuitenkin huomaa, että hänen lenkkarinsa ovat likaiset ja ällöttävät.",Hän päättää ostaa vaelluskengät.,"Portia löytää parin, joka on mukava eikä liian kallis.",Hän on tyytyväinen valintaansa.,Hän lahjoittaa saappaat säästöliikkeeseen.,1
62925eb3-37ff-4f69-aa07-14ac0142ffcf,Andrew oli menossa huomenna naimisiin.,Hän oli ostanut vihkisormuksen kuukausia aiemmin eikä löytänyt sitä!,Hän etsi kaikkialta talossaan.,"Lopulta hän muisti, että se oli takaisin kaupassa, jotta sen kokoa voitiin muuttaa.","Andrew oli pettynyt siihen, että hän löysi sormuksen.",Andrew oli niin helpottunut.,2
6e9efc4e-6b0a-412f-95af-8ace0483644d,Terry löysi työpaikalta 2 sataa dollaria.,"Hän vei rahat kotiin, mutta mietti, oliko hän tehnyt oikein.",Seuraavana päivänä hän vei rahat töihin ja luovutti ne.,"Viikon kuluttua kukaan ei vaatinut rahoja, joten hänen pomonsa antoi ne hänelle takaisin.",Hän vihasi päätöstään ja itseään.,"Hän oppi, että rehellisyys kannattaa.",2
eb3c880b-ca0e-41a4-aa8c-3e602ed593c0,Rakastan pitkiä lämpimiä suihkuja.,Ne tuntuvat hyvältä ja ovat hauskoja.,Valitettavasti ne ovat tuhlailevia.,"Minusta tuntuu aina pahalta, kun otan sellaisen.",Siksi otan niitä kaksi joka päivä.,Päätin ottaa vain yhden pitkän lämpimän suihkun viikossa.,2
5a70a9e6-2934-4fbc-8573-98d5e355cc66,Barry rakastaa baseballin pelaamista.,Barry päätti mennä katsomaan ammattilaisottelua.,Barry meni stadionille ja osti lipun.,Sisään astuttuaan Barry päätti ottaa oluen juotavaksi.,Barry osti myös hot dogin.,Barry päätti jättää pelin kesken.,1
40861849-64ad-48ef-be5e-7502a10cd665,Meillä oli viime vuonna kotonamme hedelmäkärpäsiä.,Tutustuimme erilaisiin hoitomuotoihin.,Kokeilimme punaviiniä kulhoissa.,"Kun se ei toiminut, ostimme erityisen ansan.",Laitoimme lisää punaviinikulhoja näkemiemme tulosten jälkeen.,Näimme jopa ansan toimivan.,2
8cd5c023-1bd7-4821-bd29-26bb06a35ddf,Heather ja Marcus olivat valmiita ottamaan seuraavan askeleen suhteessaan.,"He olivat onnellisia nuoripari, mutta halusivat perheenlisäystä.","Vaikka he eivät olleet vielä valmiita hankkimaan lapsia, he tunsivat itsensä yksinäisiksi.",He menivät hetken mielijohteesta eläinsuojaan ja rakastuivat kissaan.,He adoptoivat kissan.,He lähtivät turvakodista ilman eläintä.,1
5af670c5-f7db-4f79-9407-054bb817fe93,Monet ihmiset kävelivät luokkaan.,He kaikki halusivat päästä sinne nopeasti.,Ihmiset alkoivat työntää toisia pois tieltä.,He kaatuivat.,He kaikki palasivat kotiin.,Väenpaljouden vuoksi monet myöhästyivät tunnilta.,2
1ee70e30-2b21-45be-be71-379c84f910ea,Kävin viime lauantaina Azalean konsertissa.,Konsertti oli uskomaton.,Pääsin eturiviin.,Esityksen jälkeen menin backstagelle tapaamaan häntä.,Azalea oli erittäin siisti.,En aio mennä enää toiseen konserttiin.,1
9242cf97-46fc-4972-962e-cd11166ce518,Eric on aina ollut ylipainoinen.,Hänen uudenvuodenlupauksensa oli noudattaa ruokavaliota.,Hän kävi tammikuussa kuntosalilla ja söi terveellisemmin.,Se kestää noin kuukauden.,Eric lopetti sitten treenaamisen.,Eric lakkasi olemasta anorektinen.,1
d9785ee8-3367-42de-b7c6-5ce1704028c5,Sallyn oli vaikea pärjätä koulussa.,Hänen vanhempansa päättivät motivoida häntä.,"He sanoivat, että jos hän pärjäsi hyvin viimeisellä lukukaudella, hän saa valita loman.","Sally opiskeli yötä päivää, hän halusi pärjätä hyvin.",Opiskeltuaan Sally keräsi polttopuita.,"Sally pärjäsi hyvin, ja hänen vanhempansa suostuivat viemään hänet Havaijille.",2
4edea61b-cb7e-4650-a6ff-08b12a283e1f,"Kun olin lapsi, tarvitsimme sisarusteni kanssa rahaa.",Keksimme idean limonadikioskista.,Päätimme asettua talomme ulkopuolelle.,Myimme limonadia muutamalle kymmenelle ihmiselle.,Emme tienanneet yhtään rahaa.,Tienasimme paljon rahaa tarpeisiimme nähden.,2
6acf52a2-ef62-4d9c-b1ee-4b0973e98f26,Rakastin taskulamppuja lapsena.,"Kun tulin vanhemmaksi, ostin pieniä klipsillä varustettuja taskulamppuja.",Laitan ne laukkuuni hätätilanteita varten.,Myöhemmin älypuhelimen tulo vähensi taskulamppujen tarvetta.,"Taloni on nyt täynnä taskulamppuja, joiden kanssa en tiedä mitä tehdä.",Vihaan älypuhelintani.,1
f8dd27d5-40e9-437e-8b2b-6d975a46c3eb,Terry vihasi nimeään.,"Hän halusi siistin nimen, kuten Super Metro Volcano Man.",Hän kertoi äidilleen haluavansa vaihtaa nimensä.,"Hänen äitinsä selitti, että hän sai nimensä rakastavan isoisänsä mukaan.",Terry oli neljäkymmentäviisi vuotta vanha.,Terry oli yhä pettynyt.,2
1eb35b08-ec06-4ccd-9cbb-8ccf97624907,Parkerin perhe etsi uutta taloa.,"He etsivät ympäri kaupunkia, mutta eivät löytäneet haluamaansa asuntoa.","Lopulta he löysivät kauniin kodin, jota he rakastivat.",Koti oli aivan upea.,Parkerin perhe oli turhautunut.,Parkerin perhe muutti pian uuteen kotiinsa.,2
5080c261-9751-47c0-9cb9-7a9a326fb62f,Tom päätti ajaa tänään tyttöystävänsä luokse.,"Hän ajoi niin lujaa kuin pystyi, vaikka liikennettä oli paljon.","Kun hän pääsi talon eteen, hän soitti ovikelloa.","Kukaan ei vastannut, mutta ulko-ovi oli auki.",Tom alkoi nauraa.,Tom alkoi huolestua.,2
45afcd92-2b65-44a8-9c9f-3f732e157167,Kellyn auton akku loppui.,"Hän yritti saada sen hyppäämään, mutta se ei onnistunut.",Lopulta hän vei sen autoliikkeeseen.,"He tarkistivat sen hänen puolestaan, ja se oli kuollut.","Kelly oli helpottunut siitä, että akku oli yhä kunnossa.",Kelly maksoi vastahakoisesti uuden akun.,2
72e5dcdb-ae9f-4b0d-9734-059ad36c33b2,Joe osti säästöillään rullalautan.,Hän vei uuden rullalautansa puistoon esitelläkseen sitä ystävilleen.,Joe kaatui temppua tehdessään ja mursi kätensä.,"Hän vietti neljä tuntia sairaalassa, kun hänen kätensä laitettiin kuntoon.",Sairaalasta päästyään Joe lähti surffaamaan.,Joella oli hirvittäviä tuskia.,2
